Marker	Fig_lab	engraft	tUniq	rUniq	Treatment	Remission
BKODAF_3086480	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3086485	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3086505	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3091245	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3092825	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_309470	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_309480	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3097925	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3106630	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3107425	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3114855	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3122035	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3132165	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3136120	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3136475	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3142590	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3146030	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3152150	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3155765	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3155775	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3155785	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3159230	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3171260	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3172430	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3184815	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3187400	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3188585	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3189710	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3191060	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3207790	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3210070	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3223395	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3224425	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3227610	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3227615	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3227650	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3231620	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3232075	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3235100	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3238755	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3252890	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3253800	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3255880	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3260840	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3274835	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3274855	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3274860	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3281915	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3284305	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3303285	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3305665	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3307275	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3309065	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3309100	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3309110	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3309120	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3309130	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3310760	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3311965	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3314645	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3343945	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3349870	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3350855	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3350860	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3350865	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3351170	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3351195	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3351200	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3351210	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3351225	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3351235	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3351240	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3352080	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3353285	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3353315	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3353345	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3356015	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3358030	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3358045	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3360040	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3361845	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3364000	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3364015	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3370810	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3380965	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3387105	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3391240	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3400610	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3403105	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3403805	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3411895	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3422950	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3425570	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3430675	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3430960	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3433580	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3433925	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3445580	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3447565	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3453605	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3460520	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3460645	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3462450	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3465240	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3471490	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3477315	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3477870	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3478245	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3481905	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3493155	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_349620	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_349645	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_349650	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_349680	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_349695	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_349720	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_349730	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_349735	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_349745	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_349755	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_349760	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_349780	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_349785	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_349800	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_349815	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_349830	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_349880	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_349900	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_349905	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_349920	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_349935	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_349945	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_349975	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3499785	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_349980	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350000	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350005	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350020	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350025	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350030	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350035	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350050	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350075	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350080	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350085	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350090	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350105	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350110	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350120	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350130	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3501460	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350165	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350175	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350180	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350190	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350195	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350205	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350225	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350270	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350275	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350285	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350290	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350305	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350320	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350325	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350355	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350365	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350385	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350395	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350400	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350405	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350435	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350455	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350460	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350490	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350495	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350500	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350505	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350510	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350515	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350535	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350555	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350595	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350610	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350620	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350645	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350715	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350725	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350730	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350765	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350850	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350855	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350860	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350865	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350885	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350890	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350905	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350940	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_350965	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_351015	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_351025	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_351030	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_351040	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_351045	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_351050	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_351055	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_351070	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_351085	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_351090	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_351140	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_351145	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_351155	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_351165	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3513590	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3525710	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3532395	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3544580	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3547440	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3547445	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3558430	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3558435	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3558440	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3558445	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3558450	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3558460	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3562685	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3565025	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3568835	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3577245	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3578025	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3590205	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3593390	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3599820	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3599825	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3599845	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3626080	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3628880	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3628910	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3638690	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3653275	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3655475	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3658250	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3658255	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3667990	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3668100	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3677525	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3684820	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3685980	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3689230	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3694690	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3700130	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3700330	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3701290	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3706690	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3724265	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3724270	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3731390	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3731395	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3731400	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3745150	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3745230	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3745325	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3745785	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3745790	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3749085	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3750445	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3750450	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3750455	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3764825	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3768975	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3780525	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3787565	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3787575	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3788110	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3789700	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3809065	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3809075	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3815055	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3815060	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3816060	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3816065	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3816070	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3824160	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3824165	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3824175	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3824230	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3828745	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3835480	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3850110	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3850115	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3850120	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3850125	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3850130	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3853010	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3856080	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3872225	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3873170	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3875035	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3879770	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3879775	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3882300	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3886705	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3888530	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3894400	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3904520	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3928215	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3935645	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3942060	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3942065	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3943180	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3943190	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3951530	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3954460	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3957240	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3965270	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3965275	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3974835	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3974840	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3977125	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3978540	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3982750	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3990120	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3990125	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_3990130	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4003310	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4019450	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4024330	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4033645	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4034185	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4051385	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4055150	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4056200	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4061165	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4075070	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4075085	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4075215	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_408695	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4094300	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4094430	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4094435	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4094440	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4094445	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4112795	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4126365	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4129300	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4130450	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4135310	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4136435	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4143690	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4149620	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4151900	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4154520	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4154525	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4155240	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4156370	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4165240	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4165250	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4165255	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4165260	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4179180	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4181415	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4183280	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4202280	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4215845	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4222420	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4227815	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4229510	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4233255	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4236405	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4237345	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4246680	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4254790	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4256085	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4256090	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4258935	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4268865	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4299245	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4310040	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4323355	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4348070	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4357575	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4357850	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4358755	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4367140	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4373470	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4379160	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4381560	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4389790	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_439260	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4402825	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4402830	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4434550	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4446685	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4449035	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4471760	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4475860	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4480410	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4482660	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4482680	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4492625	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4496480	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4498430	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4498715	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4499565	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4517170	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4523410	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4524800	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4531795	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4531800	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4531805	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4531810	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4531815	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4541835	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4543245	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4566330	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4569440	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4569445	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4569450	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4583225	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4595365	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4617655	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4617675	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4621080	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4621765	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4624370	*pt10	1	FMT	F-Res	FMT	Res
BKODAF_4628880	*pt10	1	FMT	F-Res	FMT	Res
